Estado,Municipio,Hasta 1.99,2.00 a 2.60,2.61 a 3.99,4.00 a 6.99,7.00 a 10.99,11.00 en adelante,Total general,mes,anio
Aguascalientes,Aguascalientes,19329,6499,9350,7998,4037,2116,49329,4,2014
Aguascalientes,Asientos,146,37,198,193,51,49,674,4,2014
Aguascalientes,Calvillo,825,106,83,18,7,1,1040,4,2014
Aguascalientes,Cosío,100,81,61,10,7,1,260,4,2014
Aguascalientes,El Llano,135,47,23,4,2,1,212,4,2014
Aguascalientes,Jesús María,1653,398,693,436,123,67,3370,4,2014
Aguascalientes,Pabellón de Arteaga,582,78,57,29,4,2,752,4,2014
Aguascalientes,Rincón de Romos,443,131,381,189,28,11,1183,4,2014
Aguascalientes,San Francisco de los Romo,948,394,699,601,170,117,2929,4,2014
Aguascalientes,San José de Gracia,18,1,,1,,,20,4,2014
Aguascalientes,Tepezalá,122,103,93,59,28,31,436,4,2014
Baja California,Ensenada,7076,3476,4555,2908,1202,1122,20339,4,2014
Baja California,Mexicali,11634,7215,8956,7911,3995,3698,43409,4,2014
Baja California,Playas de Rosarito,1448,698,831,445,181,98,3701,4,2014
Baja California,Tecate,2363,1148,1394,955,661,390,6911,4,2014
Baja California,Tijuana,32948,18467,23425,14243,7041,6014,102138,4,2014
Baja California Sur,Comondú,1237,197,250,139,71,25,1919,4,2014
Baja California Sur,La Paz,4189,1517,1934,1521,1128,952,11241,4,2014
Baja California Sur,Loreto,283,99,144,105,46,18,695,4,2014
Baja California Sur,Los Cabos,5046,1943,3575,2871,1002,670,15107,4,2014
Baja California Sur,Mulegé,915,287,386,602,323,234,2747,4,2014
Campeche,Calakmul,16,,,2,,,18,4,2014
Campeche,Calkiní,453,128,39,34,27,2,683,4,2014
Campeche,Campeche,6416,2276,3096,4210,2544,1287,19829,4,2014
Campeche,Candelaria,31,10,24,,1,,66,4,2014
Campeche,Carmen,4810,1479,2633,3505,3684,4309,20420,4,2014
Campeche,Champotón,588,209,224,147,40,29,1237,4,2014
Campeche,Escárcega,290,34,60,50,33,7,474,4,2014
Campeche,Hecelchakán,131,113,14,11,3,,272,4,2014
Campeche,Hopelchén,111,24,17,2,1,10,165,4,2014
Campeche,Palizada,33,12,3,,,1,49,4,2014
Campeche,Tenabo,238,30,10,5,2,1,286,4,2014
Chiapas,Acacoyagua,10,4,9,3,,,26,4,2014
Chiapas,Acala,43,7,13,1,,,64,4,2014
Chiapas,Acapetahua,49,54,46,18,8,8,183,4,2014
Chiapas,Altamirano,50,12,5,2,4,1,74,4,2014
Chiapas,Angel Albino Corzo,6,,1,,,,7,4,2014
Chiapas,Arriaga,328,79,51,63,54,30,605,4,2014
Chiapas,Benemérito de las Américas,3,2,,1,1,,7,4,2014
Chiapas,Berriozábal,158,40,16,20,6,6,246,4,2014
Chiapas,Bochil,37,19,30,17,3,3,109,4,2014
Chiapas,Cacahoatán,76,19,17,6,1,,119,4,2014
Chiapas,Catazajá,5,,5,2,3,,15,4,2014
Chiapas,Chamula,3,,4,1,,,8,4,2014
Chiapas,Chanal,1,3,,1,,,5,4,2014
Chiapas,Chenalhó,2,,2,,,,4,4,2014
Chiapas,Chiapa de Corzo,439,46,92,210,82,60,929,4,2014
Chiapas,Chicoasén,11,4,5,7,15,13,55,4,2014
Chiapas,Chilón,10,5,3,,,,18,4,2014
Chiapas,Cintalapa,188,72,79,40,21,10,410,4,2014
Chiapas,Comitán de Domínguez,1043,284,228,206,79,17,1857,4,2014
Chiapas,Copainalá,8,,,,,,8,4,2014
Chiapas,Escuintla,66,11,14,7,1,1,100,4,2014
Chiapas,Frontera Comalapa,148,45,45,15,7,5,265,4,2014
Chiapas,Frontera Hidalgo,13,,,,1,,14,4,2014
Chiapas,Huehuetán,88,13,6,4,,,111,4,2014
Chiapas,Huitiupán,3,,,,,,3,4,2014
Chiapas,Huixtla,510,195,132,43,21,10,911,4,2014
Chiapas,Ixtacomitán,1,,,,,,1,4,2014
Chiapas,Ixtapa,9,,,,,,9,4,2014
Chiapas,Ixtapangajoya,1,,,,,,1,4,2014
Chiapas,Jiquipilas,16,4,,3,,,23,4,2014
Chiapas,Jitotol,4,,,,,,4,4,2014
Chiapas,Juárez,90,20,8,,5,1,124,4,2014
Chiapas,La Concordia,12,,1,,,,13,4,2014
Chiapas,La Independencia,4,,,,,,4,4,2014
Chiapas,La Libertad,7,1,1,,,,9,4,2014
Chiapas,La Trinitaria,26,2,,7,,,35,4,2014
Chiapas,Las Margaritas,65,9,10,3,2,,89,4,2014
Chiapas,Las Rosas,3,3,6,,1,1,14,4,2014
Chiapas,Mapastepec,93,19,12,5,2,2,133,4,2014
Chiapas,Mazapa de Madero,,4,5,7,,,16,4,2014
Chiapas,Mazatán,92,8,15,5,1,,121,4,2014
Chiapas,Metapa,5,1,1,,,,7,4,2014
Chiapas,Motozintla,57,16,20,8,3,,104,4,2014
Chiapas,Ocosingo,222,84,105,127,62,28,628,4,2014
Chiapas,Ocozocoautla de Espinosa,909,121,76,58,18,9,1191,4,2014
Chiapas,Ostuacán,3,45,90,14,,,152,4,2014
Chiapas,Osumacinta,,,1,,,,1,4,2014
Chiapas,Palenque,796,187,220,112,22,20,1357,4,2014
Chiapas,Pantelhó,1,,,,,,1,4,2014
Chiapas,Pichucalco,196,36,67,20,2,,321,4,2014
Chiapas,Pijijiapan,161,28,36,11,4,,240,4,2014
Chiapas,Pueblo Nuevo Solistahuacán,2,,6,44,34,3,89,4,2014
Chiapas,Rayón,1,,,,,,1,4,2014
Chiapas,Reforma,221,44,43,65,144,259,776,4,2014
Chiapas,Salto de Agua,5,,1,,,,6,4,2014
Chiapas,San Cristóbal de las Casas,1978,474,738,517,263,66,4036,4,2014
Chiapas,San Fernando,28,4,2,,,,34,4,2014
Chiapas,Siltepec,1,,,,,,1,4,2014
Chiapas,Simojovel,22,4,4,1,,1,32,4,2014
Chiapas,Socoltenango,1,,,,,,1,4,2014
Chiapas,Suchiapa,9,,1,1,,,11,4,2014
Chiapas,Suchiate,312,101,113,75,12,4,617,4,2014
Chiapas,Tapachula,5789,1765,2099,1921,853,526,12953,4,2014
Chiapas,Tapilula,39,4,2,,,,45,4,2014
Chiapas,Tecpatán,30,4,11,6,1,1,53,4,2014
Chiapas,Teopisca,23,8,8,3,,,42,4,2014
Chiapas,Tonalá,483,91,101,30,12,2,719,4,2014
Chiapas,Tuxtla Chico,73,34,7,5,1,4,124,4,2014
Chiapas,Tuxtla Gutiérrez,12844,3434,7663,5889,2567,1758,34155,4,2014
Chiapas,Tuzantán,28,6,7,,,,41,4,2014
Chiapas,Tzimol,16,,,,,,16,4,2014
Chiapas,Unión Juárez,11,,1,1,,,13,4,2014
Chiapas,Venustiano Carranza,147,234,162,63,18,18,642,4,2014
Chiapas,Villa Comaltitlán,38,9,7,4,3,5,66,4,2014
Chiapas,Villa Corzo,15,1,3,,,,19,4,2014
Chiapas,Villaflores,773,151,260,132,28,15,1359,4,2014
Chiapas,Yajalón,16,4,7,2,1,1,31,4,2014
Chiapas,Bella Vista,1,,,,,,1,4,2014
Chiapas,Tenejapa,1,,,,,,1,4,2014
Chihuahua,Ahumada,378,70,85,48,8,5,594,4,2014
Chihuahua,Aldama,226,134,92,40,4,1,497,4,2014
Chihuahua,Allende,40,23,21,1,,,85,4,2014
Chihuahua,Aquiles Serdán,30,18,112,100,56,23,339,4,2014
Chihuahua,Ascensión,468,166,91,83,108,35,951,4,2014
Chihuahua,Bachíniva,42,7,13,3,1,,66,4,2014
Chihuahua,Balleza,15,,,,,,15,4,2014
Chihuahua,Bocoyna,187,82,37,34,7,1,348,4,2014
Chihuahua,Buenaventura,767,69,101,84,27,9,1057,4,2014
Chihuahua,Camargo,1018,230,253,187,41,20,1749,4,2014
Chihuahua,Carichí,6,5,6,1,,,18,4,2014
Chihuahua,Casas Grandes,143,17,13,9,5,18,205,4,2014
Chihuahua,Chihuahua,17511,9107,12183,9824,4793,3797,57215,4,2014
Chihuahua,Chínipas,34,5,4,8,60,305,416,4,2014
Chihuahua,Coyame del Sotol,1,,,,,,1,4,2014
Chihuahua,Cuauhtémoc,3750,1309,1923,1613,588,322,9505,4,2014
Chihuahua,Cusihuiriachi,37,25,19,29,4,2,116,4,2014
Chihuahua,Delicias,3632,1041,1205,1053,490,223,7644,4,2014
Chihuahua,Galeana,33,,2,,,,35,4,2014
Chihuahua,Gómez Farías,323,40,26,15,6,1,411,4,2014
Chihuahua,Gran Morelos,6,2,,,,,8,4,2014
Chihuahua,Guachochi,130,58,27,23,6,,244,4,2014
Chihuahua,Guadalupe,30,7,14,6,1,2,60,4,2014
Chihuahua,Guadalupe y Calvo,23,7,44,31,8,3,116,4,2014
Chihuahua,Guazapares,1,1,4,15,3,6,30,4,2014
Chihuahua,Guerrero,452,68,45,52,27,25,669,4,2014
Chihuahua,Hidalgo del Parral,3406,973,808,608,334,200,6329,4,2014
Chihuahua,Ignacio Zaragoza,297,40,28,20,1,,386,4,2014
Chihuahua,Janos,84,34,23,14,3,2,160,4,2014
Chihuahua,Jiménez,1076,291,261,104,40,28,1800,4,2014
Chihuahua,Juárez,33068,18609,16507,10443,5076,5325,89028,4,2014
Chihuahua,Julimes,55,7,6,13,,2,83,4,2014
Chihuahua,La Cruz,1,,,,,,1,4,2014
Chihuahua,López,31,4,,3,,,38,4,2014
Chihuahua,Madera,470,117,62,44,68,66,827,4,2014
Chihuahua,Matachí,181,19,12,11,1,1,225,4,2014
Chihuahua,Matamoros,98,6,2,7,,,113,4,2014
Chihuahua,Meoqui,1338,280,182,105,46,12,1963,4,2014
Chihuahua,Moris,12,,,,,,12,4,2014
Chihuahua,Namiquipa,172,93,43,20,1,1,330,4,2014
Chihuahua,Nonoava,8,,1,,,,9,4,2014
Chihuahua,Nuevo Casas Grandes,2100,713,417,317,201,89,3837,4,2014
Chihuahua,Ocampo,46,18,59,254,393,337,1107,4,2014
Chihuahua,Ojinaga,401,155,147,73,23,15,814,4,2014
Chihuahua,Praxedis G. Guerrero,54,7,7,4,,,72,4,2014
Chihuahua,Riva Palacio,19,37,22,44,3,1,126,4,2014
Chihuahua,Rosales,285,55,22,13,4,1,380,4,2014
Chihuahua,San Francisco de Borja,1,,,,,,1,4,2014
Chihuahua,San Francisco de Conchos,9,1,,2,,,12,4,2014
Chihuahua,San Francisco del Oro,32,26,12,346,131,27,574,4,2014
Chihuahua,Santa Bárbara,158,63,52,478,157,15,923,4,2014
Chihuahua,Santa Isabel,41,1,3,2,,1,48,4,2014
Chihuahua,Satevó,4,3,8,6,,,21,4,2014
Chihuahua,Saucillo,560,182,132,148,66,29,1117,4,2014
Chihuahua,Temósachic,15,,,,,,15,4,2014
Chihuahua,Urique,11,8,32,36,52,118,257,4,2014
Chihuahua,Valle de Zaragoza,23,5,1,1,,,30,4,2014
Coahuila de Zaragoza,Abasolo,4,2,,,,,6,4,2014
Coahuila de Zaragoza,Acuña,4837,5111,2348,1290,558,440,14584,4,2014
Coahuila de Zaragoza,Allende,444,201,95,77,21,12,850,4,2014
Coahuila de Zaragoza,Arteaga,305,183,268,213,73,70,1112,4,2014
Coahuila de Zaragoza,Candela,7,,,,,,7,4,2014
Coahuila de Zaragoza,Castaños,355,149,221,671,259,106,1761,4,2014
Coahuila de Zaragoza,Cuatro Ciénegas,199,40,47,56,30,8,380,4,2014
Coahuila de Zaragoza,Escobedo,8,4,8,4,1,1,26,4,2014
Coahuila de Zaragoza,Francisco I. Madero,1073,354,346,93,39,21,1926,4,2014
Coahuila de Zaragoza,Frontera,1162,1154,1608,2226,496,335,6981,4,2014
Coahuila de Zaragoza,General Cepeda,48,13,5,4,,,70,4,2014
Coahuila de Zaragoza,Guerrero,26,6,6,1,,,39,4,2014
Coahuila de Zaragoza,Jiménez,10,3,33,20,1,1,68,4,2014
Coahuila de Zaragoza,Juárez,4,1,2,,,,7,4,2014
Coahuila de Zaragoza,Lamadrid,7,,,,,,7,4,2014
Coahuila de Zaragoza,Matamoros,1208,428,372,154,70,42,2274,4,2014
Coahuila de Zaragoza,Monclova,4934,1924,3486,3435,3096,1449,18324,4,2014
Coahuila de Zaragoza,Morelos,183,342,17,13,5,1,561,4,2014
Coahuila de Zaragoza,Múzquiz,1488,511,849,715,149,93,3805,4,2014
Coahuila de Zaragoza,Nadadores,46,19,11,4,3,,83,4,2014
Coahuila de Zaragoza,Nava,471,214,382,741,394,221,2423,4,2014
Coahuila de Zaragoza,Ocampo,97,6,30,25,16,5,179,4,2014
Coahuila de Zaragoza,Parras,791,520,240,329,34,26,1940,4,2014
Coahuila de Zaragoza,Piedras Negras,4528,1956,2545,1816,718,550,12113,4,2014
Coahuila de Zaragoza,Progreso,138,57,202,177,61,8,643,4,2014
Coahuila de Zaragoza,Ramos Arizpe,826,1244,4341,4442,1313,1709,13875,4,2014
Coahuila de Zaragoza,Sabinas,1513,1089,1364,1595,367,225,6153,4,2014
Coahuila de Zaragoza,Sacramento,9,1,8,4,3,2,27,4,2014
Coahuila de Zaragoza,Saltillo,10715,4694,10037,9738,3170,3131,41485,4,2014
Coahuila de Zaragoza,San Buenaventura,283,92,106,66,7,11,565,4,2014
Coahuila de Zaragoza,San Juan de Sabinas,975,372,653,689,189,33,2911,4,2014
Coahuila de Zaragoza,San Pedro,1492,515,306,80,23,4,2420,4,2014
Coahuila de Zaragoza,Sierra Mojada,37,17,74,365,227,110,830,4,2014
Coahuila de Zaragoza,Torreón,14574,5241,6060,4865,2244,1668,34652,4,2014
Coahuila de Zaragoza,Viesca,195,48,5,7,1,3,259,4,2014
Coahuila de Zaragoza,Villa Unión,71,7,67,41,10,4,200,4,2014
Coahuila de Zaragoza,Zaragoza,200,146,128,23,9,18,524,4,2014
Colima,Armería,286,56,61,8,2,5,418,4,2014
Colima,Colima,5048,1047,1787,1497,618,554,10551,4,2014
Colima,Comala,192,76,55,41,8,1,373,4,2014
Colima,Coquimatlán,77,7,18,9,2,2,115,4,2014
Colima,Cuauhtémoc,263,116,162,90,42,17,690,4,2014
Colima,Ixtlahuacán,7,,,,,,7,4,2014
Colima,Manzanillo,3114,1125,1576,1957,791,330,8893,4,2014
Colima,Minatitlán,147,21,37,143,129,55,532,4,2014
Colima,Tecomán,2047,260,359,346,133,92,3237,4,2014
Colima,Villa de Álvarez,1241,402,287,106,41,22,2099,4,2014
Distrito Federal,Álvaro Obregón,41,27,100,76,121,192,557,4,2014
Distrito Federal,Azcapotzalco,30,28,125,65,14,14,276,4,2014
Distrito Federal,Benito Juárez,26,7,79,39,30,37,218,4,2014
Distrito Federal,Coyoacán,9,2,10,2,,,23,4,2014
Distrito Federal,Cuajimalpa de Morelos,3,1,9,25,33,93,164,4,2014
Distrito Federal,Cuauhtémoc,130,63,299,258,105,140,995,4,2014
Distrito Federal,Distrito Federal,319624,113238,189943,212289,129148,162487,1126729,4,2014
Distrito Federal,Gustavo A. Madero,96,13,31,22,12,4,178,4,2014
Distrito Federal,Iztacalco,35,12,19,39,43,53,201,4,2014
Distrito Federal,Iztapalapa,8,8,27,21,5,2,71,4,2014
Distrito Federal,La Magdalena Contreras,1,2,2,,,,5,4,2014
Distrito Federal,Miguel Hidalgo,196,130,266,605,755,2166,4118,4,2014
Distrito Federal,Tláhuac,,,2,,,,2,4,2014
Distrito Federal,Tlalpan,14,49,100,55,130,101,449,4,2014
Distrito Federal,Venustiano Carranza,17,11,24,25,150,4,231,4,2014
Distrito Federal,Xochimilco,37,23,44,65,60,240,469,4,2014
Durango,Canatlán,314,28,25,15,6,1,389,4,2014
Durango,Cuencamé,458,40,103,114,31,29,775,4,2014
Durango,Durango,12428,3428,4139,3594,1914,1307,26810,4,2014
Durango,El Oro,99,3,30,2,1,2,137,4,2014
Durango,General Simón Bolívar,6,,,,,,6,4,2014
Durango,Gómez Palacio,6615,2019,2258,2219,1044,848,15003,4,2014
Durango,Guadalupe Victoria,370,97,67,28,9,12,583,4,2014
Durango,Guanaceví,110,52,56,90,135,62,505,4,2014
Durango,Hidalgo,12,1,,,,,13,4,2014
Durango,Indé,52,15,9,7,1,,84,4,2014
Durango,Lerdo,1999,301,280,113,20,10,2723,4,2014
Durango,Mapimí,228,29,56,59,12,19,403,4,2014
Durango,Nazas,82,22,28,3,5,2,142,4,2014
Durango,Nombre de Dios,33,3,7,7,1,,51,4,2014
Durango,Nuevo Ideal,466,50,39,49,24,8,636,4,2014
Durango,Ocampo,23,6,3,1,,,33,4,2014
Durango,Otáez,8,3,19,98,18,2,148,4,2014
Durango,Pánuco de Coronado,127,22,8,3,,,160,4,2014
Durango,Peñón Blanco,22,1,1,,,,24,4,2014
Durango,Poanas,96,9,13,6,2,,126,4,2014
Durango,Pueblo Nuevo,972,122,93,56,10,4,1257,4,2014
Durango,Rodeo,64,10,37,20,1,3,135,4,2014
Durango,San Dimas,95,47,44,36,39,101,362,4,2014
Durango,San Juan de Guadalupe,2,,,,,,2,4,2014
Durango,San Juan del Río,35,6,6,1,1,,49,4,2014
Durango,Santiago Papasquiaro,651,220,256,244,81,54,1506,4,2014
Durango,Súchil,6,1,1,,,,8,4,2014
Durango,Tamazula,9,1,,3,,,13,4,2014
Durango,Tepehuanes,98,11,15,25,4,6,159,4,2014
Durango,Tlahualilo,640,36,32,1,2,,711,4,2014
Durango,Topia,114,1,3,,,,118,4,2014
Durango,Vicente Guerrero,181,43,46,44,7,2,323,4,2014
Guanajuato,Abasolo,883,128,88,90,15,9,1213,4,2014
Guanajuato,Acámbaro,1315,255,280,214,126,36,2226,4,2014
Guanajuato,Apaseo el Alto,270,130,197,300,149,22,1068,4,2014
Guanajuato,Apaseo el Grande,1721,895,1156,905,246,156,5079,4,2014
Guanajuato,Atarjea,1,,,,,,1,4,2014
Guanajuato,Celaya,10251,4698,7585,7106,2310,1416,33366,4,2014
Guanajuato,Comonfort,542,222,163,133,39,11,1110,4,2014
Guanajuato,Coroneo,30,12,9,12,2,1,66,4,2014
Guanajuato,Cortazar,930,334,465,366,114,48,2257,4,2014
Guanajuato,Cuerámaro,248,62,32,18,11,,371,4,2014
Guanajuato,Doctor Mora,71,37,281,192,87,32,700,4,2014
Guanajuato,Dolores Hidalgo Cuna de la Indepen,1228,283,331,249,80,19,2190,4,2014
Guanajuato,Guanajuato,2385,1166,1001,922,507,272,6253,4,2014
Guanajuato,Huanímaro,57,8,15,19,4,3,106,4,2014
Guanajuato,Irapuato,11899,4399,6153,4345,1737,1218,29751,4,2014
Guanajuato,Jaral del Progreso,643,182,105,45,12,2,989,4,2014
Guanajuato,Jerécuaro,142,43,27,6,1,,219,4,2014
Guanajuato,León,39845,12173,15655,11534,4976,2972,87155,4,2014
Guanajuato,Manuel Doblado,366,181,102,49,4,3,705,4,2014
Guanajuato,Moroleón,903,272,179,113,29,7,1503,4,2014
Guanajuato,Ocampo,192,12,11,23,4,4,246,4,2014
Guanajuato,Pénjamo,1771,1241,1173,398,115,81,4779,4,2014
Guanajuato,Pueblo Nuevo,113,7,2,6,2,,130,4,2014
Guanajuato,Purísima del Rincón,1815,477,400,162,37,24,2915,4,2014
Guanajuato,Romita,398,232,229,76,33,27,995,4,2014
Guanajuato,Salamanca,4352,1672,1538,1272,524,366,9724,4,2014
Guanajuato,Salvatierra,529,152,91,101,26,9,908,4,2014
Guanajuato,San Diego de la Unión,55,4,4,1,2,,66,4,2014
Guanajuato,San Felipe,824,590,210,78,19,3,1724,4,2014
Guanajuato,San Francisco del Rincón,3986,798,653,378,117,86,6018,4,2014
Guanajuato,San José Iturbide,1000,1067,2117,2103,602,467,7356,4,2014
Guanajuato,San Luis de la Paz,913,562,549,316,92,31,2463,4,2014
Guanajuato,San Miguel de Allende,2375,915,857,495,185,60,4887,4,2014
Guanajuato,Santa Catarina,3,,,,,,3,4,2014
Guanajuato,Santa Cruz de Juventino Rosas,565,678,306,143,34,21,1747,4,2014
Guanajuato,Santiago Maravatío,9,1,1,,,,11,4,2014
Guanajuato,Silao,3834,1804,3252,4825,1403,1191,16309,4,2014
Guanajuato,Tarandacuao,27,1,2,4,1,,35,4,2014
Guanajuato,Tarimoro,100,41,33,33,7,2,216,4,2014
Guanajuato,Tierra Blanca,3,,,1,,,4,4,2014
Guanajuato,Uriangato,474,137,168,167,90,17,1053,4,2014
Guanajuato,Valle de Santiago,865,210,190,119,16,9,1409,4,2014
Guanajuato,Victoria,17,,2,1,,,20,4,2014
Guanajuato,Villagrán,750,1017,1097,754,245,136,3999,4,2014
Guanajuato,Xichú,1,,,,,,1,4,2014
Guanajuato,Yuriria,244,90,63,73,13,14,497,4,2014
Guerrero,Acapulco de Juárez,13411,4047,6942,4576,2230,1374,32580,4,2014
Guerrero,Ajuchitlán del Progreso,2,,,3,,,5,4,2014
Guerrero,Apaxtla,6,,1,16,3,1,27,4,2014
Guerrero,Arcelia,109,29,14,31,73,178,434,4,2014
Guerrero,Atoyac de Álvarez,175,58,83,45,17,6,384,4,2014
Guerrero,Ayutla de los Libres,24,13,11,3,,,51,4,2014
Guerrero,Azoyú,10,3,24,24,3,4,68,4,2014
Guerrero,Benito Juárez,7,1,,,1,,9,4,2014
Guerrero,Buenavista de Cuéllar,91,11,4,7,,,113,4,2014
Guerrero,Chilapa de Álvarez,170,62,100,109,41,20,502,4,2014
Guerrero,Chilpancingo de los Bravo,2318,547,837,1240,377,222,5541,4,2014
Guerrero,Coahuayutla de José María Izazaga,3,,,,,,3,4,2014
Guerrero,Cocula,43,22,87,54,30,19,255,4,2014
Guerrero,Copala,,,,,1,,1,4,2014
Guerrero,Coyuca de Benítez,89,21,26,46,14,2,198,4,2014
Guerrero,Coyuca de Catalán,71,12,21,10,2,,116,4,2014
Guerrero,Cuajinicuilapa,20,2,22,10,4,2,60,4,2014
Guerrero,Cuetzala del Progreso,,5,12,,,,17,4,2014
Guerrero,Cutzamala de Pinzón,4,,,,,,4,4,2014
Guerrero,Eduardo Neri,132,38,38,78,569,244,1099,4,2014
Guerrero,Florencio Villarreal,8,4,19,28,13,5,77,4,2014
Guerrero,General Heliodoro Castillo,4,1,,,,,5,4,2014
Guerrero,Huamuxtitlán,8,8,15,11,3,,45,4,2014
Guerrero,Huitzuco de los Figueroa,73,46,29,34,8,4,194,4,2014
Guerrero,Iguala de la Independencia,2036,568,637,642,386,202,4471,4,2014
Guerrero,Juan R. Escudero,50,2,24,35,10,1,122,4,2014
Guerrero,La Unión de Isidoro Montes de Oca,81,35,58,31,7,4,216,4,2014
Guerrero,Malinaltepec,1,6,1,,,,8,4,2014
Guerrero,Mártir de Cuilapan,,2,,,,,2,4,2014
Guerrero,Metlatónoc,2,2,4,,,,8,4,2014
Guerrero,Mochitlán,3,2,,,,,5,4,2014
Guerrero,Olinalá,2,,,,,,2,4,2014
Guerrero,Ometepec,153,69,105,137,60,16,540,4,2014
Guerrero,Pedro Ascencio Alquisiras,,,,2,1,,3,4,2014
Guerrero,Petatlán,88,12,25,9,3,1,138,4,2014
Guerrero,Pilcaya,68,,,,,,68,4,2014
Guerrero,Pungarabato,458,106,141,197,134,49,1085,4,2014
Guerrero,Quechultenango,1,3,3,,,,7,4,2014
Guerrero,San Luis Acatlán,6,1,3,1,,,11,4,2014
Guerrero,San Marcos,48,11,39,81,31,5,215,4,2014
Guerrero,Taxco de Alarcón,871,205,224,150,29,20,1499,4,2014
Guerrero,Tecoanapa,1,,,,,,1,4,2014
Guerrero,Técpan de Galeana,152,25,51,59,17,17,321,4,2014
Guerrero,Teloloapan,100,60,80,64,10,1,315,4,2014
Guerrero,Tepecoacuilco de Trujano,31,1,6,2,,,40,4,2014
Guerrero,Tetipac,1,,,,,,1,4,2014
Guerrero,Tixtla de Guerrero,38,25,15,5,1,1,85,4,2014
Guerrero,Tlacoachistlahuaca,,1,,1,,,2,4,2014
Guerrero,Tlacoapa,,1,,,1,1,3,4,2014
Guerrero,Tlapa de Comonfort,202,102,80,131,65,19,599,4,2014
Guerrero,Tlapehuala,12,6,16,2,2,1,39,4,2014
Guerrero,Xochihuehuetlán,1,,,,,,1,4,2014
Guerrero,Xochistlahuaca,,,1,2,1,,4,4,2014
Guerrero,Zihuatanejo de Azueta,2786,912,1132,799,249,104,5982,4,2014
Guerrero,Ahuacuotzingo,15,,1,,,,16,4,2014
Guerrero,Leonardo Bravo,,1,,,,,1,4,2014
Guerrero,Zapotitlán Tablas,,,,1,1,,2,4,2014
Hidalgo,Acatlán,79,8,29,11,4,,131,4,2014
Hidalgo,Acaxochitlán,104,43,8,4,2,,161,4,2014
Hidalgo,Actopan,713,285,350,139,56,30,1573,4,2014
Hidalgo,Agua Blanca de Iturbide,20,17,2,1,1,,41,4,2014
Hidalgo,Ajacuba,364,319,72,12,3,1,771,4,2014
Hidalgo,Alfajayucan,44,29,23,1,1,,98,4,2014
Hidalgo,Almoloya,39,,,1,1,,41,4,2014
Hidalgo,Apan,473,124,84,87,37,12,817,4,2014
Hidalgo,Atitalaquia,483,286,1357,873,320,104,3423,4,2014
Hidalgo,Atlapexco,1,1,1,,,,3,4,2014
Hidalgo,Atotonilco de Tula,639,231,325,520,260,122,2097,4,2014
Hidalgo,Atotonilco el Grande,180,13,40,18,1,,252,4,2014
Hidalgo,Calnali,,2,2,,,,4,4,2014
Hidalgo,Cardonal,,1,1,2,,,4,4,2014
Hidalgo,Chapantongo,27,3,3,1,,,34,4,2014
Hidalgo,Chapulhuacán,4,1,,,,,5,4,2014
Hidalgo,Chilcuautla,14,,,,,,14,4,2014
Hidalgo,Cuautepec de Hinojosa,267,30,51,9,2,,359,4,2014
Hidalgo,El Arenal,37,8,8,1,,1,55,4,2014
Hidalgo,Eloxochitlán,4,,,,,,4,4,2014
Hidalgo,Emiliano Zapata,51,16,15,6,6,3,97,4,2014
Hidalgo,Epazoyucan,69,13,14,5,2,1,104,4,2014
Hidalgo,Francisco I. Madero,42,8,13,4,,,67,4,2014
Hidalgo,Huasca de Ocampo,66,10,4,8,4,1,93,4,2014
Hidalgo,Huautla,1,,1,,,,2,4,2014
Hidalgo,Huehuetla,5,,,,,,5,4,2014
Hidalgo,Huejutla de Reyes,499,160,176,144,55,6,1040,4,2014
Hidalgo,Huichapan,590,243,125,135,117,47,1257,4,2014
Hidalgo,Ixmiquilpan,410,105,124,103,39,10,791,4,2014
Hidalgo,Jacala de Ledezma,3,1,,,,,4,4,2014
Hidalgo,La Misión,,1,,,,,1,4,2014
Hidalgo,Lolotla,5,10,177,275,57,30,554,4,2014
Hidalgo,Metepec,39,4,8,,,,51,4,2014
Hidalgo,Metztitlán,20,2,1,2,,,25,4,2014
Hidalgo,Mineral de la Reforma,1322,516,711,470,159,69,3247,4,2014
Hidalgo,Mineral del Chico,4,3,,,,,7,4,2014
Hidalgo,Mineral del Monte,85,4,1,2,,,92,4,2014
Hidalgo,Mixquiahuala de Juárez,245,128,198,80,47,7,705,4,2014
Hidalgo,Molango de Escamilla,15,7,8,5,,,35,4,2014
Hidalgo,Nopala de Villagrán,47,10,21,3,,1,82,4,2014
Hidalgo,Omitlán de Juárez,7,,,,,,7,4,2014
Hidalgo,Pachuca de Soto,8073,1997,3097,2885,1465,1017,18534,4,2014
Hidalgo,Pisaflores,1,,,,,,1,4,2014
Hidalgo,Progreso de Obregón,273,94,120,109,43,18,657,4,2014
Hidalgo,San Agustín Metzquititlán,35,3,6,19,,,63,4,2014
Hidalgo,San Agustín Tlaxiaca,298,48,68,57,10,12,493,4,2014
Hidalgo,San Bartolo Tutotepec,,1,1,2,,,4,4,2014
Hidalgo,San Felipe Orizatlán,8,3,,,,,11,4,2014
Hidalgo,San Salvador,23,10,4,,,,37,4,2014
Hidalgo,Santiago de Anaya,13,5,20,19,11,12,80,4,2014
Hidalgo,Santiago Tulantepec de Lugo Guerr,138,26,115,41,15,4,339,4,2014
Hidalgo,Singuilucan,252,18,14,20,,,304,4,2014
